x,y
2.233481767427601,34.976862711116325
19.38770429605336,110.85693695882378
16.95776684760967,100.74298203620245
9.350686184892112,75.35128664681415
2.25338689028292,21.024095757319316
7.4251188508928205,51.78851469445485
5.961875816182642,57.16957392006674
10.113399215590977,70.27516209910013
9.64611576798566,68.32188400224967
18.995479723485694,120.42016283346966
0.02888148674150548,19.856202520560004
2.210009459244988,19.18180747064427
1.5000132199635985,24.16649912757608
10.571097024219341,75.52991304102179
8.264481495222125,62.00048537436893
6.0817942351136605,55.79201469956486
1.0509718490077224,16.357004569682715
4.441344554325399,49.197267846287886
0.5204442369050755,18.459268270888238
19.50537284103686,119.09312107260558
4.136576756915851,32.130866594396124
14.617952766969225,98.97577198486536
7.671667595770617,62.9019527585734
4.629217654069575,35.677457446165874
5.565467249074283,37.093715950501604
0.5949727615213529,13.559656704954229
2.1010848017611083,29.470146768120436
19.844162284396692,123.72375595200354
10.804536453112696,82.47237911482434
1.981329845611095,30.06093244010787
9.47329221063352,76.01449415665378
11.833935833261224,72.00289936288529
1.2565431943209227,14.730535279984545
3.86654297525016,29.283336293453686
2.3894171586085444,38.22250388553346
19.922093857009106,126.84605470495585
5.542217439177419,44.00573722100885
13.679079946240886,79.84436426522944
13.957452058149737,84.11257978712574
13.920247895082912,84.86386834280388
12.316395351864639,85.08765964335123
11.539287555524878,79.01463029103707
1.8552064288880055,25.774531679424207
17.639369564872037,107.85838863671165
6.360882939636401,50.744636386216605
15.656826131786602,100.48314460465778
8.473162900784404,71.05206629528634
7.5427494685486,53.82280758714853
9.574629940082485,65.15022265833079
12.090591679459422,69.97013610036589
10.858589187889338,72.67610761794099
16.53461232753657,108.46927876997233
14.70175125096196,90.56516994487546
13.900922269876583,90.45385505377932
18.27352879070094,111.43768128676825
17.412727677449247,109.81330876319511
11.41399064450714,71.93111295299121
0.435465515588076,27.40637056391381
17.028861386208124,113.515394256511
19.118116113729293,116.25355880992953
19.797647402300274,126.79440429579961
12.089448411863945,75.07821528574183
1.9112709023241248,23.082529842988762
7.8959838080252975,51.105300536635085
6.068353605816707,47.22435431824468
6.260348101041924,45.17508471042481
7.265022170508679,52.79834475925869
5.342913990033702,35.98874172339779
19.58759412968432,112.71071973731564
10.67734008985829,80.61670458444604
11.707173930353559,83.7061013669136
10.12617171204804,77.97733790431454
8.676696887214073,69.01106292102202
1.6794591353627708,34.403321067110824
11.15976393791069,75.75255514313541
19.96475260343271,112.08432020118535
10.733838381603052,72.93226345324517
9.836758883095584,60.92150970180453
13.372619776177675,82.3823701739399
5.239619964112709,52.36817610818021
5.946873744441334,49.0640629774008
14.196155538870334,85.23838908272882
17.215788499910026,107.44317275278573
0.13056606930572423,12.709941636375634
12.614312907106873,91.536232648344
19.62847514309104,111.08870733076974
13.397142427585937,93.93676130715842
2.4120346006921256,29.873114433151095
4.4519617480877605,38.065987241330134
15.4058163192514,100.10816944968968
12.897474904301408,82.50466587733617
5.346301131404592,54.438851322832214
3.5288084260820107,42.96530658991393
14.733421196404725,83.90024093888472
1.062557446045882,21.446866708939616
15.344020531457524,92.82830792500246
14.027132119496493,85.84475565130505
1.671564174438127,18.905955890207387
11.002437555004125,79.20599024853848
5.1350289271232334,36.851376557540284
